no,1.6067576916666094e-13,-1
funeral,4.75466425934572e-10,-1
merry,2.986876283153666e-08,3
gun,3.820784066002994e-07,-1
secured,5.355009130504351e-07,2
war,3.951609326601694e-06,-2
kind,4.474862844965034e-06,2
yes,2.8198337727251567e-05,1
debt,4.523171540435449e-05,-2
big,7.355165121104603e-05,1
want,0.00014177349047261878,1
award,0.00025720963845156163,3
skepticism,0.0003030610750128476,-2
growth,0.0006938505492747902,2
liked,0.000788236813270064,2
humane,0.0012704116659909023,2
worst,0.0018336938555511707,-3
poverty,0.0022038503510904014,-1
hospitalized,0.003769007391942864,-2
unemployment,0.003823403134651317,-2
absentee,0.004367663365905486,-1
progress,0.006145111841245373,2
greater,0.006231334152074852,3
true,0.006613107826695271,2
laughs,0.007849571909538241,1
peace,0.008887452359525766,2
authority,0.009691172729409052,1
sue,0.009691172729409052,-2
growing,0.010943643422326886,1
crisis,0.01144946123378602,-3
love,0.012587680881200406,3
greeting,0.01705793853146703,1
rescue,0.017846205576788232,2
stamina,0.017846205576788232,2
vision,0.017846205576788232,1
lost,0.019046033243474248,-3
prominent,0.021246817023368385,2
disruptive,0.023936883528834236,-2
lobbyists,0.023936883528834236,-2
deficit,0.025510860996999406,-2
stop,0.0270041556865329,-1
cuts,0.027991655197714228,-1
assets,0.03649748450873254,2
contempt,0.03649748450873254,-2
prosperity,0.03649748450873254,3
important,0.03706036499155639,2
celebrating,0.04033332383333677,3
lowest,0.04033332383333677,-1
agreed,0.04666114785815732,1
savings,0.0469771775946703,1
